SK_ID_CURR,TARGET
100001,0.9278837758425706
100005,0.8923610349396198
100013,0.9266973341931481
100028,0.9131468553239304
100038,0.909485098729861
100042,0.9374350801801006
100057,0.9255454360389781
100065,0.8944772704027237
100066,0.9377442863342696
100067,0.9361859094039273
100074,0.9290178966094791
100090,0.9104862269399955
100091,0.9051091096193481
100092,0.9272634593571568
100106,0.8912511715736334
100107,0.9021944728299539
100109,0.9202662408129144
100117,0.9267195818464801
100128,0.937565778093104
100141,0.9291478245283684
100150,0.9159306041273578
100168,0.9259373749294415
100169,0.9399377623549
100170,0.9125059227190156
100171,0.9100888915955478
100172,0.9050790839947904
100184,0.927060830624177
100187,0.937924218974924
100212,0.9323035312441494
100222,0.9274573050155748
100223,0.9358415890123596
100232,0.9272843534288474
100241,0.9069499336860095
100245,0.9191630659904668
100253,0.9342624603118674
100256,0.9014111402771681
100271,0.9413268926623768
100278,0.9127318404596965
100280,0.9267944097907985
100306,0.8726331467860646
100311,0.9126769682713758
100312,0.9128625182203387
100330,0.9273230117879294
100331,0.9212173356718313
100352,0.922295687455095
100358,0.9128927716356767
100367,0.909363044802154
100382,0.9250271418383652
100384,0.9326429706699741
100385,0.9182591098522045
100386,0.9273329272976408
100399,0.9206466548351913
100404,0.9377613538757352
100416,0.9482270252837341
100422,0.8915965252606853
100426,0.9275169760598196
100438,0.9296573083305395
100444,0.911374164598917
100445,0.8725887888779409
100446,0.9290869684408358
100447,0.9413269706287459
100450,0.9288282923837284
100466,0.913893932919185
100483,0.9363248854364373
100484,0.9301442494038529
100494,0.9215415006138252
100510,0.8965791549497749
100512,0.9219664316677529
100517,0.9248166582335284
100548,0.9355823762896284
100551,0.9291175190075419
100552,0.9099307112393497
100553,0.9120622690648226
100561,0.9098993622974819
100568,0.8916844541817823
100569,0.936244406343557
100591,0.9216133942064195
100592,0.9272523023015813
100602,0.9062200108113674
100607,0.9203863361905826
100613,0.9186154371236432
100617,0.9362498529405678
100618,0.9268988820909121
100622,0.872497640745955
100625,0.9106772187811233
100677,0.9227667323230165
100699,0.9255075120908908
100702,0.8963389656052592
100711,0.9249916167606298
100729,0.8915919577941371
100740,0.9142703648392256
100744,0.9140022707878037
100745,0.9141503565343505
100747,0.9217050105682456
100751,0.9121351610199189
100752,0.92354094439545
100753,0.9143960122717737
100754,0.9100191788550662
100760,0.894993928884399
100762,0.9120710599031792
100763,0.9374348097670345
100765,0.92664198002241
100770,0.9101117840133547
100772,0.9200710175063975
100777,0.9257449253541454
100791,0.9352651545386591
100792,0.9126642603534207
100797,0.9129935467873888
100823,0.9101079727293265
100826,0.9121352335639151
100830,0.928507928060085
100836,0.8994681938531188
100872,0.9257449965190216
100910,0.9201814262526078
100913,0.9290331255094122
100918,0.9093058163057951
100931,0.9203183693745891
100952,0.9029902380442875
100953,0.9014167385167821
100965,0.9352618695578476
100970,0.9221326985784529
100982,0.9074869361958985
100983,0.925631161918705
100984,0.9241362362124426
100987,0.912290570138224
100997,0.9316149339040312
100998,0.9109037514537822
101002,0.9045288280174314
101005,0.9071344446625285
101008,0.8982388738867253
101020,0.9127110930975063
101021,0.9126688063897781
101024,0.9227903316553364
101025,0.90286121123123
101026,0.9254861030795046
101031,0.907464888003472
101041,0.9241062997438227
101051,0.9259685926902699
101055,0.9043634370557193
101056,0.9311319462284666
101057,0.9254879221015972
101064,0.9418316282652607
101079,0.9254684819073931
101087,0.9254227705608475
101090,0.9252610316205417
101092,0.9279935224308339
101097,0.9046174767596411
101099,0.9219868595295426
101107,0.9127622575725763
101118,0.9128360555995609
101125,0.9354676283148825
101126,0.9222430445050562
101128,0.910144456685943
101136,0.9206680354784179
101140,0.9121600802960117
101149,0.9247244272491023
101160,0.9186692052597338
101169,0.9101613865653236
101181,0.9279929313220583
101186,0.947087052330104
101190,0.9267017946982463
101193,0.8950306227598007
101194,0.92857052586728
101198,0.8956083573541005
101200,0.9076129431034955
101204,0.9117391734936552
101211,0.9284276277214033
